hex_id,amenity_types
8828309519fffff,"bbq,bench,bicycle_parking,fast_food,fuel,library,parking,place_of_worship,post_box,school,social_facility,vending_machine,waste_basket"
8828309505fffff,"bench,bicycle_rental,community_centre,drinking_water,fire_station,parking,school,toilets,waste_basket"
8828309589fffff,"bench,bicycle_parking,fire_station,library,parking,parking_space,school,table,toilets,waste_basket"
882830874bfffff,"bench,bicycle_parking,parking,waste_basket"
8828308747fffff,"bench,bicycle_parking,parking,place_of_worship,theatre,toilets,waste_basket"
8828309555fffff,"bbq,bench,cafe,community_centre,fuel,parking,place_of_worship,post_box,post_office,school"
8828309427fffff,"bank,bicycle_parking,bicycle_rental,cafe,conference_centre,drinking_water,fast_food,kindergarten,marketplace,parking,post_box,restaurant,smoking_area,university,waste_basket"
882830825bfffff,"fire_station,parking,place_of_worship,post_box,school"
8828309581fffff,"bank,bench,bicycle_rental,charging_station,drinking_water,parking,place_of_worship,post_box,restaurant,school,taxi,toilets"
88283095b9fffff,"bench,bicycle_parking,community_centre,drinking_water,parking,public_bookcase,stable,toilets,waste_basket"
8828308749fffff,"atm,bank,bar,bench,bicycle_parking,bicycle_rental,cafe,childcare,clinic,dancing_school,dentist,doctors,dojo,drinking_water,fast_food,fire_station,fuel,kindergarten,library,mortuary,parking,parking_entrance,pharmacy,place_of_worship,post_box,post_office,public_bookcase,restaurant,school,toilets,vending_machine,waste_basket"
88283095abfffff,"bank,bar,bbq,bells,bench,bicycle_parking,bicycle_rental,boat_rental,cafe,car_wash,childcare,dentist,drinking_water,fast_food,fuel,kindergarten,library,music_school,parking,pharmacy,place_of_worship,post_box,prep_school,pub,recycling,restaurant,school,shelter,studio,table,theatre,toilets,training,waste_basket"
8828308209fffff,"bench,bicycle_parking,drinking_water"
88283095cdfffff,"atm,bench,bicycle_parking,bicycle_rental,cafe,charging_station,device_charging_station,drinking_water,fast_food,fire_station,food_court,ice_cream,marketplace,parking,parking_entrance,parking_space,photo_booth,place_of_worship,post_box,restaurant,school,toilets,trolley_bay,university,vending_machine"
88283095b3fffff,"bbq,bench,bicycle_parking,drinking_water,fountain,hospital,parking,restaurant,smoking_area,table,toilets,vending_machine,waste_basket"
88283095adfffff,"arts_centre,atm,bank,bar,bench,bicycle_parking,bicycle_rental,cafe,dentist,drinking_water,fast_food,fuel,hospital,library,motorcycle_parking,parking,parking_entrance,place_of_worship,post_box,restaurant,school,social_centre,toilets,university,waste_basket"
88283095a3fffff,"bench,bicycle_parking,bicycle_rental,cafe,give_box,place_of_worship,post_box,public_bookcase,restaurant,school,toilets,waste_basket"
